p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,202,,,,,,0,,3.000000,0.140720,0.054231,0.462142,0.643980,202,1,1.015677,0.097559
0.008772,203,2.757788,0.123373,0.070720,-4.273049,0.000019,203,1,2.633716,0.114664,0.048383,-1.294095,0.195633,203,1,1.039819,0.134733
0.009607,204,2.510010,0.105722,0.071115,-1.980653,0.047630,204,1,2.929395,0.237492,0.032700,1.197108,0.231265,66,2,1.047829,0.168973
0.010443,211,2.781592,0.186762,0.061136,-0.426073,0.670055,91,2,2.676123,0.230233,0.027192,1.474677,0.140299,53,3,1.088058,0.276542
0.011278,232,2.578711,0.153338,0.082459,-1.405884,0.159759,106,2,1.984683,0.064648,0.059476,1.955375,0.050539,232,1,1.105066,0.263847
0.012114,271,1.688702,0.041836,0.051486,4.013286,0.000060,271,1,1.568072,0.034508,0.056159,8.924704,0.000000,271,1,1.506491,0.887893
0.012949,358,2.519020,0.166734,0.122131,-3.891322,0.000100,83,226,2.466932,0.160055,0.136404,-3.994851,0.000065,84,1806,4.270636,3.323423
0.013784,83,2.304272,0.143163,0.084769,-1.876673,0.060563,83,1,2.138672,0.124985,0.054137,-0.323173,0.746564,83,1,1.125502,0.288493
0.014620,36,,,,,,0,,2.934741,0.322457,0.017141,-0.088380,0.929575,36,1,1.041667,0.181621
0.015455,29,,,,,,0,,,,,,,0,,1.017241,0.091233
0.016291,23,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017126,5,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017962,2,,,,,,0,,,,,,,0,,1.000000,0.000000
0.018797,4,,,,,,0,,,,,,,0,,1.000000,0.000000
0.019632,1,,,,,,0,,,,,,,0,,1.000000,0.000000
0.020468,0,,,,,,0,,,,,,,0,,,
0.021303,0,,,,,,0,,,,,,,0,,,
0.022139,0,,,,,,0,,,,,,,0,,,
0.022974,0,,,,,,0,,,,,,,0,,,
0.023810,0,,,,,,0,,,,,,,0,,,
0.024645,0,,,,,,0,,,,,,,0,,,
0.025480,0,,,,,,0,,,,,,,0,,,
0.026316,0,,,,,,0,,,,,,,0,,,
0.027151,0,,,,,,0,,,,,,,0,,,
0.027987,0,,,,,,0,,,,,,,0,,,
