p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,202,3.000000,0.140720,0.028342,-1.898684,0.057606,202,1,3.000000,0.140720,0.019550,-0.355557,0.722172,202,1,1.004538,0.037268
0.008772,203,2.787012,0.125424,0.060848,-3.527114,0.000420,203,1,2.728931,0.121347,0.050968,-1.900252,0.057400,203,1,1.016420,0.078931
0.009607,212,2.502686,0.103205,0.066773,-1.980157,0.047686,212,1,2.433984,0.098486,0.051543,0.268014,0.788688,212,1,1.032323,0.138598
0.010443,215,2.093262,0.074560,0.085324,-1.807069,0.070752,215,1,1.994343,0.067814,0.052473,1.880877,0.059989,215,1,1.111744,0.313869
0.011278,235,2.615845,0.167555,0.079991,-0.030589,0.975598,93,3,2.085858,0.107516,0.068488,1.633671,0.102328,102,3,1.242760,0.469982
0.012114,301,1.603532,0.041747,0.068923,2.717427,0.006579,209,2,1.405009,0.023344,0.059237,10.648467,0.000000,301,1,2.025071,1.410313
0.012949,146,1.367098,0.030381,0.176977,9.451714,0.000000,146,1,2.686131,0.285008,0.182526,-3.061054,0.002206,35,3026,4.167557,4.383041
0.013784,58,2.926318,0.252938,0.028365,-0.019655,0.984319,58,1,2.649536,0.216595,0.037036,1.649072,0.099133,58,1,1.083333,0.225845
0.014620,34,,,,,,0,,,,,,,0,,1.000000,0.000000
0.015455,13,,,,,,0,,,,,,,0,,1.000000,0.000000
0.016291,9,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017126,3,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017962,0,,,,,,0,,,,,,,0,,,
0.018797,0,,,,,,0,,,,,,,0,,,
0.019632,0,,,,,,0,,,,,,,0,,,
0.020468,0,,,,,,0,,,,,,,0,,,
0.021303,0,,,,,,0,,,,,,,0,,,
0.022139,0,,,,,,0,,,,,,,0,,,
0.022974,0,,,,,,0,,,,,,,0,,,
0.023810,0,,,,,,0,,,,,,,0,,,
0.024645,0,,,,,,0,,,,,,,0,,,
0.025480,0,,,,,,0,,,,,,,0,,,
0.026316,0,,,,,,0,,,,,,,0,,,
0.027151,0,,,,,,0,,,,,,,0,,,
0.027987,0,,,,,,0,,,,,,,0,,,
