p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,202,3.000000,0.140720,0.039352,-2.513060,0.011969,202,1,3.000000,0.140720,0.029451,-1.195162,0.232024,202,1,1.006601,0.054605
0.008772,200,3.000000,0.141421,0.016907,-0.814414,0.415408,200,1,3.000000,0.141421,0.016907,0.231720,0.816755,200,1,1.010833,0.064716
0.009607,206,2.766138,0.123053,0.058409,-3.604613,0.000313,206,1,2.709229,0.119088,0.048549,-2.099747,0.035751,206,1,1.017799,0.103636
0.010443,212,2.605005,0.110232,0.045285,-1.892882,0.058374,212,1,2.504810,0.103351,0.024776,0.407288,0.683796,212,1,1.040645,0.149063
0.011278,214,2.974072,0.206939,0.086525,-2.524384,0.011590,91,2,2.546704,0.161255,0.071686,-0.321418,0.747893,92,2,1.078316,0.225416
0.012114,250,2.464819,0.124244,0.042455,0.472965,0.636238,139,2,2.076001,0.091265,0.049898,1.329749,0.183601,139,2,1.183134,0.381247
0.012949,348,1.572616,0.030695,0.060472,6.996553,0.000000,348,1,1.454606,0.024369,0.061527,12.082000,0.000000,348,1,1.898113,1.408811
0.013784,141,1.903949,0.076126,0.096727,9.781639,0.000000,141,1,1.745049,0.062744,0.100104,18.311402,0.000000,141,1,1.744102,2.625309
0.014620,68,3.000000,0.242536,0.037790,-1.201115,0.229707,68,1,2.852271,0.224621,0.025414,-0.164146,0.869616,68,1,1.034314,0.123136
0.015455,42,,,,,,0,,2.968579,0.303758,0.036413,1.512102,0.130508,42,1,1.047619,0.186466
0.016291,23,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017126,10,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017962,9,,,,,,0,,,,,,,0,,1.000000,0.000000
0.018797,7,,,,,,0,,,,,,,0,,1.000000,0.000000
0.019632,0,,,,,,0,,,,,,,0,,,
0.020468,0,,,,,,0,,,,,,,0,,,
0.021303,0,,,,,,0,,,,,,,0,,,
0.022139,0,,,,,,0,,,,,,,0,,,
0.022974,0,,,,,,0,,,,,,,0,,,
0.023810,0,,,,,,0,,,,,,,0,,,
0.024645,0,,,,,,0,,,,,,,0,,,
0.025480,0,,,,,,0,,,,,,,0,,,
0.026316,0,,,,,,0,,,,,,,0,,,
0.027151,0,,,,,,0,,,,,,,0,,,
0.027987,0,,,,,,0,,,,,,,0,,,
