p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.008772,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.009607,201,,,,,,0,,,,,,,0,,1.000000,0.000000
0.010443,201,,,,,,0,,,,,,,0,,1.000000,0.000000
0.011278,208,3.000000,0.138675,0.043093,-1.787110,0.073920,208,1,3.000000,0.138675,0.038285,-1.221848,0.221765,208,1,1.006410,0.072807
0.012114,209,,,,,,0,,3.000000,0.138343,0.030611,-0.635588,0.525045,209,1,1.007177,0.061667
0.012949,211,3.000000,0.137686,0.026190,0.229387,0.818568,211,1,2.635107,0.944030,0.299594,-0.819566,0.412463,3,4,1.008741,0.060305
0.013784,235,3.000000,0.130466,0.019141,-0.795139,0.426533,235,1,2.971289,0.128593,0.017146,0.396667,0.691613,235,1,1.012411,0.086258
0.014620,294,2.504590,0.087749,0.038944,0.942648,0.345861,294,1,2.393188,0.081252,0.023994,2.236318,0.025331,294,1,1.054684,0.181083
0.015455,484,2.275903,0.089995,0.021962,3.124458,0.001781,201,2,1.984212,0.067437,0.016766,4.692567,0.000003,213,2,1.189099,0.433934
0.016291,431,2.153979,0.055585,0.056539,1.254685,0.209593,431,1,1.972242,0.046831,0.030285,3.123832,0.001785,431,1,1.206955,0.453128
0.017126,287,2.386670,0.081853,0.068150,-1.160363,0.245901,287,1,2.516089,0.140162,0.057526,1.235981,0.216466,117,2,1.187411,0.440672
0.017962,181,2.598779,0.118836,0.058581,-0.479630,0.631490,181,1,2.351514,0.100457,0.037136,0.945438,0.344435,181,1,1.134438,0.400416
0.018797,145,,,,,,0,,2.635620,0.135831,0.041849,-0.311231,0.755625,145,1,1.063218,0.231660
0.019632,81,,,,,,0,,,,,,,0,,1.030864,0.163784
0.020468,73,,,,,,0,,,,,,,0,,1.000000,0.000000
0.021303,58,,,,,,0,,,,,,,0,,1.000000,0.000000
0.022139,60,,,,,,0,,,,,,,0,,1.033333,0.179505
0.022974,43,,,,,,0,,,,,,,0,,1.011628,0.075357
0.023810,45,,,,,,0,,,,,,,0,,1.014815,0.098270
0.024645,36,,,,,,0,,,,,,,0,,1.000000,0.000000
0.025480,21,,,,,,0,,,,,,,0,,1.000000,0.000000
0.026316,16,,,,,,0,,,,,,,0,,1.000000,0.000000
0.027151,10,,,,,,0,,,,,,,0,,1.000000,0.000000
0.027987,8,,,,,,0,,,,,,,0,,1.000000,0.000000
