p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,2000,,,,,,0,,,,,,,0,,1.000000,0.000000
0.008772,1340,,,,,,0,,,,,,,0,,1.000000,0.000000
0.009607,400,,,,,,0,,,,,,,0,,1.000000,0.000000
0.010443,401,,,,,,0,,,,,,,0,,1.000000,0.000000
0.011278,400,,,,,,0,,,,,,,0,,1.001250,0.024969
0.012114,405,3.000000,0.099381,0.111303,-3.302763,0.000957,405,1,3.000000,0.099381,0.111303,-3.051787,0.002275,405,1,1.001235,0.024815
0.012949,413,,,,,,0,,,,,,,0,,1.000000,0.000000
0.013784,423,3.000000,0.097243,0.108991,-2.924229,0.003453,423,1,3.000000,0.097243,0.108991,-2.345683,0.018992,423,1,1.001970,0.029151
0.014620,449,3.000000,0.094386,0.061188,-1.439393,0.150039,449,1,3.000000,0.094386,0.058961,-0.476544,0.633687,449,1,1.007981,0.069118
0.015455,503,3.000000,0.089176,0.042844,-1.459050,0.144551,503,1,3.000000,0.089176,0.036880,0.389814,0.696674,503,1,1.014480,0.098837
0.016291,787,2.455298,0.051876,0.030408,1.512499,0.130407,787,1,2.310864,0.046727,0.018587,2.299062,0.021501,787,1,1.082096,0.240421
0.017126,3715,1.961361,0.036284,0.033528,6.980207,0.000000,702,9,1.742049,0.029039,0.034996,8.115959,0.000000,653,20,1.707265,0.967655
0.017962,1409,1.957896,0.025519,0.038028,5.560614,0.000000,1409,1,1.768959,0.020486,0.027289,7.083446,0.000000,1409,1,1.361964,0.633619
0.018797,1005,2.272846,0.063405,0.036369,3.148100,0.001643,403,2,1.890428,0.028088,0.020532,8.110858,0.000000,1005,1,1.268806,0.516181
0.019632,594,2.501147,0.061593,0.021782,2.409020,0.015995,594,1,2.262891,0.051817,0.015290,5.225046,0.000000,594,1,1.151299,0.401349
0.020468,712,2.352466,0.050686,0.042865,1.128012,0.259315,712,1,2.492651,0.088417,0.044140,0.594475,0.552195,285,2,1.148447,0.330704
0.021303,453,2.166284,0.054797,0.049701,10.606222,0.000000,453,1,1.963658,0.045277,0.089220,14.722993,0.000000,453,1,1.247014,0.538742
0.022139,359,3.000000,0.105556,0.014889,1.579174,0.114296,359,1,2.865747,0.098470,0.010181,2.488688,0.012822,359,1,1.077190,0.311470
0.022974,270,2.883179,0.338229,0.144682,6.898316,0.000000,31,2,2.549341,0.258223,0.110094,9.258369,0.000000,36,2,1.056973,0.366311
0.023810,444,2.095422,0.107415,0.032665,4.275675,0.000019,104,4,1.906930,0.087676,0.051325,5.153550,0.000000,107,5,1.235614,0.469706
0.024645,104,,,,,,0,,,,,,,0,,1.019231,0.137335
0.025480,125,1.756131,0.067630,0.183681,9.393628,0.000000,125,1,2.817595,0.440831,0.126353,-0.483298,0.628884,17,56,1.304639,0.550174
0.026316,287,2.609798,0.185883,0.131290,-3.872660,0.000108,75,9,2.852952,0.223069,0.114140,-2.823711,0.004747,69,15,1.332037,0.305258
0.027151,187,2.131063,0.151145,0.080204,2.537730,0.011157,56,8,2.063555,0.150409,0.051761,3.902537,0.000095,50,14,1.318115,0.450403
0.027987,229,1.556577,0.036780,0.122506,1.830739,0.067140,229,1,2.234280,0.144462,0.132923,-3.089057,0.002008,73,13,1.368864,0.331279
