p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,203,,,,,,0,,,,,,,0,,1.000000,0.000000
0.008772,200,,,,,,0,,3.000000,0.141421,0.054104,-3.409469,0.000651,200,1,1.005000,0.070534
0.009607,202,,,,,,0,,3.000000,0.140720,0.023392,-1.299250,0.193858,202,1,1.008251,0.059222
0.010443,207,3.000000,0.139010,0.023631,-1.464076,0.143173,207,1,3.000000,0.139010,0.010651,0.697260,0.485640,207,1,1.012882,0.080477
0.011278,213,2.671582,0.114535,0.047212,-1.325128,0.185129,213,1,2.564136,0.107173,0.031146,1.018057,0.308651,213,1,1.039906,0.150979
0.012114,227,2.442480,0.095741,0.049905,-1.237883,0.215759,227,1,2.354297,0.089888,0.029037,1.325460,0.185018,227,1,1.046549,0.167908
0.012949,265,2.116113,0.068562,0.061056,-0.550607,0.581903,265,1,2.017269,0.062490,0.048518,2.409856,0.015959,265,1,1.097622,0.233821
0.013784,396,1.693354,0.034842,0.059423,4.831071,0.000001,396,1,1.567225,0.028504,0.034679,9.397697,0.000000,396,1,1.525194,0.924040
0.014620,194,2.096045,0.078691,0.036598,4.444884,0.000009,194,1,1.942765,0.067687,0.036976,9.044852,0.000000,194,1,1.330872,1.675573
0.015455,117,2.704834,0.157612,0.076229,-3.235721,0.001213,117,1,2.611890,0.149019,0.076017,-2.544451,0.010945,117,1,1.034900,0.167462
0.016291,88,,,,,,0,,2.798145,0.191683,0.017509,0.905195,0.365362,88,1,1.087121,0.381035
0.017126,54,,,,,,0,,,,,,,0,,1.009259,0.067408
0.017962,38,,,,,,0,,,,,,,0,,1.000000,0.000000
0.018797,29,,,,,,0,,,,,,,0,,1.000000,0.000000
0.019632,15,,,,,,0,,,,,,,0,,1.000000,0.000000
0.020468,5,,,,,,0,,,,,,,0,,1.000000,0.000000
0.021303,8,,,,,,0,,,,,,,0,,1.000000,0.000000
0.022139,6,,,,,,0,,,,,,,0,,1.000000,0.000000
0.022974,0,,,,,,0,,,,,,,0,,,
0.023810,3,,,,,,0,,,,,,,0,,1.000000,0.000000
0.024645,1,,,,,,0,,,,,,,0,,1.000000,0.000000
0.025480,0,,,,,,0,,,,,,,0,,,
0.026316,0,,,,,,0,,,,,,,0,,,
0.027151,0,,,,,,0,,,,,,,0,,,
0.027987,0,,,,,,0,,,,,,,0,,,
