p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.008772,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.009607,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.010443,201,,,,,,0,,,,,,,0,,1.000000,0.000000
0.011278,202,3.000000,0.603023,0.108635,-2.201368,0.027710,11,2,3.000000,0.603023,0.108635,-2.201368,0.027710,11,2,1.000000,0.000000
0.012114,202,,,,,,0,,,,,,,0,,1.004950,0.070185
0.012949,202,,,,,,0,,,,,,,0,,1.002475,0.035093
0.013784,221,3.000000,0.134535,0.032430,-1.514486,0.129903,221,1,3.000000,0.134535,0.023380,-1.139935,0.254313,221,1,1.004525,0.047349
0.014620,239,3.000000,0.129369,0.018079,0.830826,0.406072,239,1,2.945068,0.125816,0.013846,2.358940,0.018327,239,1,1.026290,0.132144
0.015455,310,2.812354,0.102935,0.032949,-0.302675,0.762137,310,1,2.654663,0.093979,0.024858,1.276364,0.201827,310,1,1.052016,0.192050
0.016291,903,1.855708,0.028476,0.032893,7.808449,0.000000,903,1,1.691912,0.023025,0.022289,9.833919,0.000000,903,1,1.402522,0.672743
0.017126,533,2.078115,0.046698,0.041115,3.074530,0.002108,533,1,1.893712,0.038711,0.029943,5.923743,0.000000,533,1,1.253884,0.518202
0.017962,305,2.571826,0.090003,0.032531,0.881247,0.378184,305,1,2.313940,0.075236,0.016607,2.627300,0.008607,305,1,1.151749,0.420806
0.018797,211,2.966235,0.135361,0.031000,-0.153052,0.878358,211,1,2.683374,0.115888,0.013991,2.171186,0.029917,211,1,1.088547,0.288140
0.019632,151,,,,,,0,,2.971362,0.160427,0.013361,0.690301,0.490005,151,1,1.065121,0.266455
0.020468,125,,,,,,0,,,,,,,0,,1.002667,0.029695
0.021303,109,,,,,,0,,3.000000,0.666667,0.048029,-3.308929,0.000937,9,2,1.032110,0.169663
0.022139,91,,,,,,0,,,,,,,0,,1.010989,0.104251
0.022974,85,,,,,,0,,,,,,,0,,1.023529,0.215651
0.023810,65,,,,,,0,,,,,,,0,,1.000000,0.000000
0.024645,52,,,,,,0,,,,,,,0,,1.000000,0.000000
0.025480,56,,,,,,0,,,,,,,0,,1.000000,0.000000
0.026316,47,,,,,,0,,,,,,,0,,1.000000,0.000000
0.027151,37,,,,,,0,,,,,,,0,,1.000000,0.000000
0.027987,30,,,,,,0,,,,,,,0,,1.000000,0.000000
