p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,200,3.000000,0.141421,0.034104,-1.317506,0.187669,200,1,3.000000,0.141421,0.029104,-1.073926,0.282856,200,1,1.002500,0.035267
0.008772,203,2.707251,0.119826,0.052072,-1.882501,0.059768,203,1,2.635693,0.114803,0.038907,0.070697,0.943639,203,1,1.023563,0.103068
0.009607,201,2.789648,0.126232,0.043982,-1.645900,0.099784,201,1,2.738452,0.122621,0.035321,-0.483977,0.628402,201,1,1.014677,0.080706
0.010443,210,2.424902,0.098328,0.076320,-2.749557,0.005968,210,1,2.915552,0.222678,0.031586,0.400621,0.688699,74,2,1.045079,0.155736
0.011278,221,2.645801,0.162959,0.071151,-1.399168,0.161763,102,2,1.983684,0.066170,0.063767,1.457034,0.145107,221,1,1.114756,0.274733
0.012114,269,1.751850,0.045841,0.078335,1.676755,0.093590,269,1,1.632539,0.038567,0.053540,6.244627,0.000000,269,1,1.371502,0.674392
0.012949,403,1.374824,0.018671,0.116497,8.896821,0.000000,403,1,2.073204,0.110693,0.118440,-2.354707,0.018537,94,430,3.312129,2.654797
0.013784,100,2.254980,0.125498,0.050060,3.535350,0.000407,100,1,2.086495,0.108650,0.059104,7.761967,0.000000,100,1,1.344866,1.967341
0.014620,46,,,,,,0,,,,,,,0,,1.010870,0.072915
0.015455,30,,,,,,0,,,,,,,0,,1.050000,0.269258
0.016291,12,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017126,10,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017962,6,,,,,,0,,,,,,,0,,1.000000,0.000000
0.018797,4,,,,,,0,,,,,,,0,,1.000000,0.000000
0.019632,3,,,,,,0,,,,,,,0,,1.000000,0.000000
0.020468,0,,,,,,0,,,,,,,0,,,
0.021303,0,,,,,,0,,,,,,,0,,,
0.022139,0,,,,,,0,,,,,,,0,,,
0.022974,0,,,,,,0,,,,,,,0,,,
0.023810,0,,,,,,0,,,,,,,0,,,
0.024645,0,,,,,,0,,,,,,,0,,,
0.025480,0,,,,,,0,,,,,,,0,,,
0.026316,0,,,,,,0,,,,,,,0,,,
0.027151,0,,,,,,0,,,,,,,0,,,
0.027987,0,,,,,,0,,,,,,,0,,,
