p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,200,,,,,,0,,3.000000,0.141421,0.043093,-1.259990,0.207673,200,1,1.007500,0.060776
0.008772,204,3.000000,0.140028,0.034692,-2.202031,0.027663,204,1,3.000000,0.140028,0.019987,1.042030,0.297398,204,1,1.022467,0.123792
0.009607,202,2.654663,0.116422,0.063600,-3.366722,0.000761,202,1,2.608813,0.113196,0.054855,-1.994825,0.046062,202,1,1.015842,0.082600
0.010443,207,2.574536,0.109438,0.050800,-0.967378,0.333355,207,1,2.510889,0.105014,0.037628,0.596507,0.550837,207,1,1.025466,0.107105
0.011278,226,2.595264,0.158735,0.073560,-1.081141,0.279634,101,2,2.253507,0.124729,0.041866,0.638006,0.523470,101,2,1.096134,0.260410
0.012114,264,1.899097,0.055336,0.071166,0.382727,0.701922,264,1,1.780406,0.048031,0.058558,3.485986,0.000490,264,1,1.229606,0.505908
0.012949,334,1.502580,0.027500,0.063627,6.805076,0.000000,334,1,1.395123,0.021620,0.082763,11.991676,0.000000,334,1,2.146688,1.650990
0.013784,105,1.878805,0.085763,0.093034,12.254891,0.000000,105,1,1.729085,0.071151,0.123801,24.296035,0.000000,105,1,1.801185,2.894839
0.014620,62,,,,,,0,,2.597827,0.202924,0.039770,-0.451184,0.651857,62,1,1.059140,0.169589
0.015455,45,,,,,,0,,3.000000,0.298142,0.019660,-0.043935,0.964956,45,1,1.033333,0.163299
0.016291,26,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017126,14,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017962,10,,,,,,0,,,,,,,0,,1.000000,0.000000
0.018797,9,,,,,,0,,,,,,,0,,1.000000,0.000000
0.019632,4,,,,,,0,,,,,,,0,,1.000000,0.000000
0.020468,1,,,,,,0,,,,,,,0,,1.000000,0.000000
0.021303,2,,,,,,0,,,,,,,0,,1.000000,0.000000
0.022139,0,,,,,,0,,,,,,,0,,,
0.022974,0,,,,,,0,,,,,,,0,,,
0.023810,0,,,,,,0,,,,,,,0,,,
0.024645,0,,,,,,0,,,,,,,0,,,
0.025480,0,,,,,,0,,,,,,,0,,,
0.026316,0,,,,,,0,,,,,,,0,,,
0.027151,0,,,,,,0,,,,,,,0,,,
0.027987,0,,,,,,0,,,,,,,0,,,
