p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,100,3.000000,0.200000,0.023293,-1.294470,0.195503,100,1,3.000000,0.200000,0.023293,-1.294470,0.195503,100,1,1.000000,0.000000
0.008772,101,,,,,,0,,2.639209,0.163107,0.070594,-2.955487,0.003122,101,1,1.008251,0.059222
0.009607,101,,,,,,0,,2.933716,0.192412,0.040369,-1.449282,0.147259,101,1,1.006601,0.046440
0.010443,107,2.315991,0.127222,0.094762,-2.336112,0.019485,107,1,2.774634,0.273832,0.049025,-0.673578,0.500579,42,2,1.055296,0.179760
0.011278,112,2.716406,0.250364,0.032570,0.344780,0.730260,47,2,2.504879,0.284395,0.046116,0.246076,0.805624,28,3,1.099036,0.242708
0.012114,159,2.609350,0.209520,0.053644,0.245349,0.806186,59,5,2.266533,0.195430,0.066134,0.902131,0.366988,42,11,1.490312,0.690874
0.012949,266,2.909007,0.257411,0.120896,-1.756129,0.079066,55,70,2.466397,0.162933,0.116447,-1.341496,0.179759,81,245,3.093763,1.960776
0.013784,48,1.685150,0.098893,0.183519,15.979162,0.000000,48,1,1.551426,0.079592,0.218757,16.487560,0.000000,48,1,2.226016,3.086295
0.014620,12,,,,,,0,,,,,,,0,,1.166667,0.552771
0.015455,16,,,,,,0,,,,,,,0,,1.062500,0.242061
0.016291,6,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017126,7,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017962,3,,,,,,0,,,,,,,0,,1.000000,0.000000
0.018797,2,,,,,,0,,,,,,,0,,1.000000,0.000000
0.019632,0,,,,,,0,,,,,,,0,,,
0.020468,1,,,,,,0,,,,,,,0,,1.000000,0.000000
0.021303,0,,,,,,0,,,,,,,0,,,
0.022139,0,,,,,,0,,,,,,,0,,,
0.022974,0,,,,,,0,,,,,,,0,,,
0.023810,0,,,,,,0,,,,,,,0,,,
