p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,200,3.000000,0.141421,0.044104,-3.481780,0.000498,200,1,3.000000,0.141421,0.044104,-3.481780,0.000498,200,1,1.000000,0.000000
0.008772,200,2.936499,0.136931,0.037952,-2.291808,0.021917,200,1,2.884424,0.133249,0.030222,-1.116789,0.264084,200,1,1.012500,0.079822
0.009607,206,2.744092,0.121517,0.059504,-2.969471,0.002983,206,1,2.673853,0.116623,0.047014,-0.840522,0.400616,206,1,1.022411,0.109528
0.010443,211,2.287939,0.088665,0.064641,-1.935407,0.052940,211,1,2.194922,0.082262,0.039112,1.128810,0.258978,211,1,1.067235,0.215861
0.011278,229,2.360450,0.132766,0.061232,-0.944289,0.345022,105,2,1.904481,0.059770,0.031737,3.743060,0.000182,229,1,1.164444,0.401590
0.012114,286,2.553122,0.198857,0.060381,0.384164,0.700857,61,6,1.648036,0.038319,0.043600,4.892152,0.000001,286,1,1.360396,0.641203
0.012949,447,2.998453,0.238861,0.087709,-0.935556,0.349502,70,191,2.973818,0.241140,0.118327,-0.955474,0.339338,67,1480,3.790726,2.969467
0.013784,96,2.494849,0.152567,0.035997,0.019422,0.984505,96,1,2.389087,0.141773,0.045302,1.214975,0.224376,96,1,1.054688,0.209658
0.014620,43,,,,,,0,,,,,,,0,,1.011628,0.075357
0.015455,26,,,,,,0,,,,,,,0,,1.000000,0.000000
0.016291,11,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017126,8,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017962,9,,,,,,0,,,,,,,0,,1.000000,0.000000
0.018797,2,,,,,,0,,,,,,,0,,1.000000,0.000000
0.019632,0,,,,,,0,,,,,,,0,,,
0.020468,0,,,,,,0,,,,,,,0,,,
0.021303,0,,,,,,0,,,,,,,0,,,
0.022139,0,,,,,,0,,,,,,,0,,,
0.022974,0,,,,,,0,,,,,,,0,,,
0.023810,0,,,,,,0,,,,,,,0,,,
0.024645,0,,,,,,0,,,,,,,0,,,
0.025480,0,,,,,,0,,,,,,,0,,,
0.026316,0,,,,,,0,,,,,,,0,,,
0.027151,0,,,,,,0,,,,,,,0,,,
0.027987,0,,,,,,0,,,,,,,0,,,
