p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,201,3.000000,0.141069,0.039229,-1.960319,0.049958,201,1,3.000000,0.141069,0.039229,-1.960319,0.049958,201,1,1.000000,0.000000
0.008772,203,2.701758,0.119440,0.046165,-0.607247,0.543687,203,1,2.611963,0.113138,0.029423,1.159032,0.246443,203,1,1.032553,0.154227
0.009607,207,2.538647,0.106943,0.038637,-0.181800,0.855740,207,1,2.466357,0.101919,0.023110,1.840896,0.065637,207,1,1.031896,0.136755
0.010443,211,2.246191,0.085791,0.062941,-1.161782,0.245324,211,1,2.137866,0.078334,0.052093,1.271654,0.203496,211,1,1.083187,0.222380
0.011278,235,2.292492,0.116540,0.077454,-0.841304,0.400178,123,2,1.980857,0.088441,0.057115,1.120913,0.262325,123,2,1.169777,0.347743
0.012114,282,1.673362,0.040098,0.063476,3.696443,0.000219,282,1,1.560786,0.033394,0.041652,8.134071,0.000000,282,1,1.492080,0.882309
0.012949,284,2.331782,0.147976,0.161666,-5.149420,0.000000,81,202,2.981165,0.262412,0.155540,-3.645646,0.000267,57,2969,4.491332,3.856647
0.013784,70,2.604199,0.191738,0.095397,-3.094676,0.001970,70,1,2.453979,0.173784,0.078179,-2.644434,0.008183,70,1,1.064286,0.187491
0.014620,38,,,,,,0,,,,,,,0,,1.000000,0.000000
0.015455,13,,,,,,0,,,,,,,0,,1.000000,0.000000
0.016291,13,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017126,1,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017962,1,,,,,,0,,,,,,,0,,1.000000,0.000000
0.018797,2,,,,,,0,,,,,,,0,,1.000000,0.000000
0.019632,0,,,,,,0,,,,,,,0,,,
0.020468,0,,,,,,0,,,,,,,0,,,
0.021303,0,,,,,,0,,,,,,,0,,,
0.022139,0,,,,,,0,,,,,,,0,,,
0.022974,0,,,,,,0,,,,,,,0,,,
0.023810,0,,,,,,0,,,,,,,0,,,
0.024645,0,,,,,,0,,,,,,,0,,,
0.025480,0,,,,,,0,,,,,,,0,,,
0.026316,0,,,,,,0,,,,,,,0,,,
0.027151,0,,,,,,0,,,,,,,0,,,
0.027987,0,,,,,,0,,,,,,,0,,,
