p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,201,,,,,,0,,,,,,,0,,1.003317,0.033084
0.008772,205,,,,,,0,,2.981909,0.138423,0.044041,-3.055252,0.002249,205,1,1.011382,0.072736
0.009607,204,2.947485,0.136351,0.030420,-1.396698,0.162504,204,1,2.884717,0.131957,0.021149,0.083335,0.933585,204,1,1.014706,0.082439
0.010443,203,2.602588,0.112480,0.042373,-1.594439,0.110838,203,1,2.518945,0.106609,0.025346,0.455340,0.648865,203,1,1.032677,0.122182
0.011278,219,2.289404,0.087130,0.069786,-2.215670,0.026714,219,1,2.216528,0.082205,0.050006,0.298500,0.765322,219,1,1.048478,0.157568
0.012114,237,2.517847,0.150289,0.038994,2.002563,0.045224,102,2,1.990147,0.064317,0.039096,3.678222,0.000235,237,1,1.133429,0.370216
0.012949,304,1.724794,0.041570,0.034429,5.712852,0.000000,304,1,1.596528,0.034213,0.040765,10.127699,0.000000,304,1,1.494331,0.908613
0.013784,210,1.503544,0.034748,0.129480,21.028097,0.000000,210,1,1.390085,0.026918,0.144720,23.450829,0.000000,210,1,2.998627,3.821487
0.014620,94,,,,,,0,,2.742920,0.179768,0.047631,-1.767933,0.077072,94,1,1.058511,0.217045
0.015455,47,,,,,,0,,3.000000,0.291730,0.021551,-0.023090,0.981578,47,1,1.017730,0.085842
0.016291,29,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017126,19,,,,,,0,,,,,,,0,,1.026316,0.111648
0.017962,14,,,,,,0,,,,,,,0,,1.000000,0.000000
0.018797,6,,,,,,0,,,,,,,0,,1.000000,0.000000
0.019632,6,,,,,,0,,,,,,,0,,1.000000,0.000000
0.020468,4,,,,,,0,,,,,,,0,,1.000000,0.000000
0.021303,0,,,,,,0,,,,,,,0,,,
0.022139,0,,,,,,0,,,,,,,0,,,
0.022974,1,,,,,,0,,,,,,,0,,1.000000,0.000000
0.023810,0,,,,,,0,,,,,,,0,,,
0.024645,0,,,,,,0,,,,,,,0,,,
0.025480,0,,,,,,0,,,,,,,0,,,
0.026316,0,,,,,,0,,,,,,,0,,,
0.027151,0,,,,,,0,,,,,,,0,,,
0.027987,0,,,,,,0,,,,,,,0,,,
