p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,101,,,,,,0,,,,,,,0,,1.004950,0.049505
0.008772,101,,,,,,0,,3.000000,0.199007,0.029479,-0.244825,0.806592,101,1,1.008251,0.059222
0.009607,101,,,,,,0,,,,,,,0,,1.004950,0.049505
0.010443,105,2.681323,0.164080,0.086152,-3.631408,0.000282,105,1,2.625659,0.158648,0.075744,-3.205117,0.001350,105,1,1.019048,0.095713
0.011278,110,2.477783,0.140901,0.040610,-0.784304,0.432862,110,1,2.358105,0.129490,0.051822,0.744422,0.456621,110,1,1.058485,0.155825
0.012114,111,2.231689,0.116907,0.112238,-3.185065,0.001447,111,1,2.158447,0.109955,0.091229,-2.032013,0.042152,111,1,1.055255,0.175943
0.012949,137,1.955794,0.081659,0.051517,2.208306,0.027223,137,1,1.977089,0.138181,0.054110,1.719460,0.085531,50,3,1.220851,0.436045
0.013784,323,2.979212,0.240015,0.066080,0.679905,0.496565,68,29,1.354891,0.019747,0.104306,7.004220,0.000000,323,1,2.263440,1.321390
0.014620,97,1.501553,0.050925,0.162704,13.391078,0.000000,97,1,1.397366,0.040346,0.226078,14.231786,0.000000,97,1,2.694716,3.136374
0.015455,37,,,,,,0,,2.701538,0.279731,0.028285,-0.357816,0.720481,37,1,1.049550,0.185288
0.016291,13,,,,,,0,,,,,,,0,,1.038462,0.133235
0.017126,15,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017962,9,,,,,,0,,,,,,,0,,1.000000,0.000000
0.018797,1,,,,,,0,,,,,,,0,,1.000000,0.000000
0.019632,3,,,,,,0,,,,,,,0,,1.000000,0.000000
0.020468,3,,,,,,0,,,,,,,0,,1.000000,0.000000
0.021303,0,,,,,,0,,,,,,,0,,,
0.022139,2,,,,,,0,,,,,,,0,,1.000000,0.000000
0.022974,0,,,,,,0,,,,,,,0,,,
0.023810,0,,,,,,0,,,,,,,0,,,
