p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,101,,,,,,0,,,,,,,0,,1.000000,0.000000
0.008772,100,,,,,,0,,,,,,,0,,1.000000,0.000000
0.009607,100,,,,,,0,,,,,,,0,,1.000000,0.000000
0.010443,103,,,,,,0,,,,,,,0,,1.000000,0.000000
0.011278,103,,,,,,0,,,,,,,0,,1.000000,0.000000
0.012114,101,,,,,,0,,,,,,,0,,1.000000,0.000000
0.012949,107,3.000000,0.193347,0.036067,-0.276958,0.781812,107,1,3.000000,0.193347,0.027906,-0.056829,0.954681,107,1,1.004673,0.048110
0.013784,119,2.954590,0.179177,0.027235,-0.343242,0.731417,119,1,2.830737,0.167823,0.021124,0.880418,0.378633,119,1,1.032213,0.148565
0.014620,149,2.497339,0.122667,0.053593,-0.069842,0.944320,149,1,2.777930,0.256622,0.014707,1.396022,0.162708,48,2,1.057526,0.186136
0.015455,371,2.370119,0.175426,0.037983,1.285184,0.198728,61,6,1.683331,0.035477,0.036869,5.917313,0.000000,371,1,1.390786,0.637099
0.016291,175,2.235059,0.093362,0.036763,1.667390,0.095437,175,1,1.995702,0.075268,0.044210,2.292493,0.021877,175,1,1.253989,0.526101
0.017126,129,2.923682,0.169371,0.014565,1.353245,0.175977,129,1,2.614673,0.142164,0.012580,2.108906,0.034953,129,1,1.107752,0.333250
0.017962,77,3.000000,0.227921,0.025235,0.195507,0.844996,77,1,2.849341,0.557597,0.136278,-0.892234,0.372267,11,2,1.029004,0.111445
0.018797,62,,,,,,0,,,,,,,0,,1.088710,0.375931
0.019632,47,,,,,,0,,,,,,,0,,1.000000,0.000000
0.020468,35,,,,,,0,,,,,,,0,,1.000000,0.000000
0.021303,31,,,,,,0,,,,,,,0,,1.000000,0.000000
0.022139,19,,,,,,0,,,,,,,0,,1.000000,0.000000
0.022974,24,,,,,,0,,,,,,,0,,1.000000,0.000000
0.023810,20,,,,,,0,,,,,,,0,,1.000000,0.000000
