p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.008772,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.009607,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.010443,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.011278,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.012114,202,,,,,,0,,,,,,,0,,1.000000,0.000000
0.012949,204,,,,,,0,,,,,,,0,,1.000000,0.000000
0.013784,213,3.000000,0.137038,0.107060,-2.470551,0.013490,213,1,3.000000,0.137038,0.107060,-2.470551,0.013490,213,1,1.000000,0.000000
0.014620,219,,,,,,0,,3.000000,0.135147,0.063070,-1.868447,0.061700,219,1,1.008371,0.078390
0.015455,233,,,,,,0,,,,,,,0,,1.006438,0.072961
0.016291,315,2.930420,0.108767,0.015618,2.436329,0.014837,315,1,2.767969,0.099614,0.024640,3.332002,0.000862,315,1,1.047130,0.205008
0.017126,1243,1.774485,0.021967,0.056157,6.296390,0.000000,1243,1,2.352242,0.129521,0.049658,1.626441,0.103856,109,25,1.472712,0.646884
0.017962,1136,2.149003,0.065577,0.034766,3.775596,0.000160,307,5,1.875722,0.055608,0.047137,3.754904,0.000173,248,10,1.530595,0.767118
0.018797,909,2.367604,0.092839,0.020170,3.426923,0.000610,217,4,1.962066,0.056789,0.040130,4.008483,0.000061,287,4,1.367781,0.611365
0.019632,1021,2.222340,0.063290,0.027404,6.361279,0.000000,373,3,1.993128,0.051491,0.030206,7.971600,0.000000,372,4,1.396525,0.589337
0.020468,638,2.961818,0.249151,0.056989,0.146239,0.883733,62,12,2.586677,0.165423,0.059827,0.422377,0.672750,92,16,1.492982,0.559626
0.021303,649,2.261722,0.097344,0.055330,2.042504,0.041102,168,11,2.284987,0.139376,0.044913,2.612368,0.008992,85,43,1.665494,0.673555
0.022139,490,2.556694,0.149793,0.057347,2.681458,0.007330,108,6,2.385644,0.136532,0.068876,3.911285,0.000092,103,9,1.320987,0.452255
0.022974,520,2.163867,0.092887,0.047188,4.748955,0.000002,157,5,1.918199,0.058782,0.050500,6.434205,0.000000,244,4,1.350548,0.471859
0.023810,248,2.251071,0.160183,0.064103,0.992330,0.321036,61,10,2.367530,0.208546,0.072370,1.107077,0.268261,43,29,1.440873,0.594739
0.024645,200,2.617338,0.258981,0.062178,2.191317,0.028429,39,17,2.396782,0.223664,0.067901,2.049665,0.040397,39,33,1.490997,0.634469
0.025480,322,1.977847,0.105444,0.062404,3.110792,0.001866,86,9,1.807810,0.089208,0.055491,3.924382,0.000087,82,15,1.475815,0.606305
0.026316,404,2.494012,0.131033,0.061776,0.850697,0.394938,130,10,2.616882,0.164169,0.054836,2.403975,0.016218,97,20,1.396939,0.354124
0.027151,288,2.426202,0.168080,0.083875,0.428309,0.668426,72,25,2.248328,0.153659,0.085696,0.772170,0.440013,66,53,1.661962,0.573043
0.027987,336,2.395978,0.142476,0.071037,3.662267,0.000250,96,13,2.114759,0.100514,0.099625,4.411981,0.000010,123,15,1.498312,0.507483
