p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.008772,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.009607,201,,,,,,0,,,,,,,0,,1.000000,0.000000
0.010443,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.011278,204,,,,,,0,,,,,,,0,,1.002451,0.034921
0.012114,201,,,,,,0,,,,,,,0,,1.000000,0.000000
0.012949,212,3.000000,0.137361,0.111489,-2.115290,0.034405,212,1,3.000000,0.137361,0.111489,-1.360769,0.173587,212,1,1.001179,0.017130
0.013784,224,,,,,,0,,3.000000,0.133631,0.032854,-1.623483,0.104486,224,1,1.009673,0.072379
0.014620,234,3.000000,0.130744,0.011925,0.714442,0.474954,234,1,2.999634,0.130720,0.012789,1.266949,0.205174,234,1,1.014601,0.092099
0.015455,265,2.862598,0.114418,0.015649,1.146264,0.251686,265,1,2.767383,0.108569,0.015350,2.037530,0.041597,265,1,1.026069,0.115615
0.016291,673,1.927783,0.035763,0.032216,5.300765,0.000000,673,1,1.772414,0.029774,0.016056,6.813144,0.000000,673,1,1.298719,0.564284
0.017126,653,1.950201,0.037184,0.046597,4.442351,0.000009,653,1,1.775654,0.030354,0.036943,6.876920,0.000000,653,1,1.328652,0.587323
0.017962,353,2.846704,0.178528,0.029570,1.012496,0.311301,107,2,2.205762,0.064176,0.018145,2.814847,0.004880,353,1,1.167742,0.427565
0.018797,243,2.752075,0.112396,0.040797,-0.875763,0.381159,243,1,2.485693,0.095307,0.026292,1.449170,0.147290,243,1,1.111660,0.320656
0.019632,207,2.922510,0.133624,0.033471,-0.599706,0.548702,207,1,2.712671,0.119039,0.014078,1.901698,0.057211,207,1,1.064573,0.243616
0.020468,155,,,,,,0,,3.000000,0.160644,0.038298,-1.694333,0.090202,155,1,1.035484,0.171424
0.021303,106,,,,,,0,,3.000000,0.194257,0.064319,0.531163,0.595306,106,1,1.055031,0.218055
0.022139,97,,,,,,0,,,,,,,0,,1.025773,0.150105
0.022974,100,,,,,,0,,2.675317,0.837659,0.305983,-2.255520,0.024101,4,2,1.020000,0.120830
0.023810,84,,,,,,0,,,,,,,0,,1.002976,0.027114
0.024645,64,,,,,,0,,,,,,,0,,1.000000,0.000000
0.025480,60,,,,,,0,,,,,,,0,,1.000000,0.000000
0.026316,62,,,,,,0,,,,,,,0,,1.000000,0.000000
0.027151,43,,,,,,0,,,,,,,0,,1.011628,0.075357
0.027987,27,,,,,,0,,,,,,,0,,1.000000,0.000000
