p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,400,,,,,,0,,,,,,,0,,1.000000,0.000000
0.008772,402,,,,,,0,,,,,,,0,,1.001244,0.024907
0.009607,401,,,,,,0,,,,,,,0,,1.000000,0.000000
0.010443,402,,,,,,0,,,,,,,0,,1.001244,0.024907
0.011278,404,,,,,,0,,,,,,,0,,1.001238,0.024845
0.012114,405,3.000000,0.099381,0.066858,-2.479447,0.013159,405,1,3.000000,0.099381,0.066858,-1.925761,0.054134,405,1,1.003704,0.042873
0.012949,421,3.000000,0.097474,0.063580,-3.913968,0.000091,421,1,3.000000,0.097474,0.063580,-2.554915,0.010621,421,1,1.005938,0.054165
0.013784,448,3.000000,0.094491,0.046247,-5.743119,0.000000,448,1,3.000000,0.094491,0.039551,-3.131427,0.001740,448,1,1.004836,0.046333
0.014620,494,2.887646,0.084929,0.028262,-0.487771,0.625712,494,1,2.787451,0.080421,0.020485,1.099279,0.271646,494,1,1.028070,0.138254
0.015455,691,2.503784,0.057207,0.029901,1.977976,0.047931,691,1,2.372168,0.052200,0.015792,4.270783,0.000019,691,1,1.068645,0.226898
0.016291,2312,1.680218,0.021330,0.020787,12.959094,0.000000,1017,3,1.483960,0.010065,0.016995,24.440821,0.000000,2312,1,1.792581,1.342450
0.017126,806,2.422485,0.079895,0.024246,2.667305,0.007646,317,2,2.102272,0.058503,0.019440,5.291771,0.000000,355,2,1.207388,0.450523
0.017962,531,2.668433,0.072404,0.027614,1.227178,0.219756,531,1,2.437939,0.062401,0.017944,3.180546,0.001470,531,1,1.105097,0.301116
0.018797,385,2.994507,0.101649,0.031152,-1.379667,0.167689,385,1,2.699048,0.086591,0.022302,3.076423,0.002095,385,1,1.088095,0.278779
0.019632,296,,,,,,0,,3.000000,0.116248,0.016807,1.081282,0.279572,296,1,1.042793,0.185957
0.020468,210,,,,,,0,,3.000000,0.138013,0.035533,-2.972445,0.002954,210,1,1.023016,0.133628
0.021303,185,,,,,,0,,3.000000,0.554700,0.043810,-1.761721,0.078116,13,2,1.014414,0.087178
0.022139,163,,,,,,0,,,,,,,0,,1.006135,0.055044
0.022974,116,,,,,,0,,,,,,,0,,1.012931,0.102998
0.023810,118,,,,,,0,,,,,,,0,,1.004237,0.045833
0.024645,55,,,,,,0,,,,,,,0,,1.000000,0.000000
0.025480,43,,,,,,0,,,,,,,0,,1.000000,0.000000
0.026316,29,,,,,,0,,,,,,,0,,1.000000,0.000000
0.027151,29,,,,,,0,,,,,,,0,,1.000000,0.000000
0.027987,21,,,,,,0,,,,,,,0,,1.000000,0.000000
