p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.008772,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.009607,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.010443,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.011278,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.012114,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.012949,202,,,,,,0,,,,,,,0,,1.000000,0.000000
0.013784,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.014620,201,,,,,,0,,,,,,,0,,1.000000,0.000000
0.015455,201,,,,,,0,,,,,,,0,,1.000000,0.000000
0.016291,204,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017126,246,3.000000,0.127515,0.103052,-2.902612,0.003701,246,1,3.000000,0.500000,0.073062,-0.599570,0.548793,16,2,1.002371,0.026460
0.017962,457,2.685498,0.078844,0.017519,2.581078,0.009849,457,1,2.499829,0.070159,0.019422,3.934404,0.000083,457,1,1.076137,0.241552
0.018797,2465,2.910938,0.074781,0.055102,-1.068347,0.285364,653,3,2.809497,0.077017,0.037660,0.506694,0.612369,552,4,1.187375,0.340733
0.019632,5630,2.692603,0.037283,0.074180,1.097026,0.272630,2061,3,2.918481,0.078916,0.018450,5.175407,0.000000,591,8,1.255975,0.378331
0.020468,7840,2.937817,0.039054,0.083341,-6.358367,0.000000,2462,4,2.958691,0.044435,0.076067,-3.364104,0.000768,1943,6,1.294880,0.363723
0.021303,6216,2.790894,0.037907,0.083701,-4.128371,0.000037,2232,4,2.879810,0.044027,0.066351,0.309795,0.756717,1823,6,1.307391,0.344823
0.022139,8007,2.895996,0.037176,0.081644,-6.946735,0.000000,2601,5,2.894751,0.038652,0.076299,-2.513523,0.011953,2403,7,1.332510,0.330494
0.022974,5921,2.980957,0.051388,0.069401,-2.224823,0.026093,1486,8,2.988579,0.059473,0.039834,1.609170,0.107579,1118,14,1.436919,0.378015
0.023810,3973,2.749838,0.048309,0.087263,-5.844364,0.000000,1312,7,2.809009,0.053069,0.063191,-1.189520,0.234235,1162,11,1.416946,0.325766
0.024645,4626,2.900209,0.054159,0.048810,1.713931,0.086541,1231,10,2.900673,0.066093,0.014961,3.716319,0.000202,827,19,1.470542,0.339617
0.025480,4310,2.948939,0.062739,0.048442,2.819113,0.004816,965,13,2.864793,0.068321,0.030799,4.870068,0.000001,745,23,1.492648,0.333111
0.026316,3904,2.963672,0.069997,0.042877,2.594630,0.009469,787,16,2.801918,0.068400,0.017120,4.709251,0.000002,694,27,1.538110,0.348429
0.027151,3086,2.806936,0.061616,0.077635,-1.730834,0.083481,860,15,2.988913,0.084962,0.055310,2.188586,0.028627,548,32,1.527686,0.303335
0.027987,1978,2.981937,0.118655,0.038780,1.815099,0.069509,279,28,2.678549,0.094726,0.028601,3.605416,0.000312,314,42,1.551660,0.330028
