p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.008772,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.009607,200,,,,,,0,,,,,,,0,,1.002500,0.035267
0.010443,200,,,,,,0,,,,,,,0,,1.000000,0.000000
0.011278,201,3.000000,0.141069,0.063615,-2.647808,0.008102,201,1,3.000000,0.141069,0.063615,-2.256210,0.024057,201,1,1.002488,0.035179
0.012114,203,,,,,,0,,,,,,,0,,1.002463,0.035007
0.012949,212,,,,,,0,,3.000000,0.137361,0.026368,0.199752,0.841674,212,1,1.011792,0.072340
0.013784,220,3.000000,0.134840,0.015749,0.148396,0.882030,220,1,3.000000,0.134840,0.009180,1.338206,0.180829,220,1,1.019091,0.113514
0.014620,256,2.830225,0.114389,0.029445,0.036077,0.971221,256,1,2.688281,0.105518,0.021270,0.662852,0.507426,256,1,1.045387,0.191495
0.015455,406,2.329907,0.066002,0.025837,2.195252,0.028146,406,1,2.197485,0.059430,0.028111,4.323146,0.000015,406,1,1.096157,0.290352
0.016291,776,1.603875,0.021678,0.028414,17.970875,0.000000,776,1,1.474791,0.017044,0.031173,27.455658,0.000000,776,1,2.011097,2.059521
0.017126,352,2.244287,0.066321,0.058273,0.027249,0.978261,352,1,2.062235,0.056617,0.040785,3.010336,0.002610,352,1,1.163038,0.358342
0.017962,235,2.633423,0.106553,0.044806,-1.262929,0.206615,235,1,2.371948,0.089496,0.031066,1.843991,0.065184,235,1,1.137660,0.399005
0.018797,169,2.988354,0.152950,0.031486,-1.603156,0.108900,169,1,2.729663,0.133051,0.015624,0.896219,0.370136,169,1,1.078895,0.287285
0.019632,127,,,,,,0,,3.000000,0.177471,0.018486,0.547733,0.583875,127,1,1.041339,0.149684
0.020468,111,,,,,,0,,3.000000,0.189832,0.032957,-0.174397,0.861554,111,1,1.072072,0.249746
0.021303,95,,,,,,0,,,,,,,0,,1.026316,0.209867
0.022139,77,,,,,,0,,,,,,,0,,1.006494,0.056609
0.022974,64,,,,,,0,,,,,,,0,,1.000000,0.000000
0.023810,46,,,,,,0,,,,,,,0,,1.000000,0.000000
0.024645,43,,,,,,0,,,,,,,0,,1.000000,0.000000
0.025480,43,,,,,,0,,,,,,,0,,1.000000,0.000000
0.026316,27,,,,,,0,,,,,,,0,,1.000000,0.000000
0.027151,24,,,,,,0,,,,,,,0,,1.000000,0.000000
0.027987,14,,,,,,0,,,,,,,0,,1.000000,0.000000
