p,n_complete,alpha_duration,alpha_sigma_duration,ks_duration,LR_vs_exp_duration,LR_pvalue_duration,n_fit_duration,Tmin_duration,alpha_size,alpha_sigma_size,ks_size,LR_vs_exp_size,LR_pvalue_size,n_fit_size,xmin_size,mean_activity_ratio,std_activity_ratio
0.007937,201,3.000000,0.141069,0.039229,-1.508692,0.131378,201,1,3.000000,0.141069,0.034253,-0.923754,0.355615,201,1,1.004146,0.042183
0.008772,201,2.819312,0.128324,0.038871,-0.963235,0.335429,201,1,2.766064,0.124569,0.030092,0.082648,0.934131,201,1,1.014677,0.080706
0.009607,206,2.490381,0.103840,0.078313,-0.934838,0.349872,206,1,2.918994,0.391713,0.050236,0.385243,0.700058,24,3,1.038118,0.145824
0.010443,219,2.244360,0.084086,0.066855,-1.092229,0.274732,219,1,2.143652,0.077281,0.044468,1.333652,0.182318,219,1,1.076297,0.203724
0.011278,240,2.757129,0.213083,0.077748,-0.123847,0.901436,68,3,1.893813,0.057695,0.048304,2.848400,0.004394,240,1,1.155257,0.344151
0.012114,273,1.816579,0.062083,0.077480,1.003286,0.315723,173,2,1.538398,0.032585,0.045556,6.988481,0.000000,273,1,1.525871,0.867293
0.012949,379,2.917998,0.213111,0.163155,-4.403834,0.000011,81,302,2.962159,0.219376,0.117361,-3.691336,0.000223,80,2683,4.499914,3.629499
0.013784,64,,,,,,0,,2.682568,0.210321,0.047242,-1.577356,0.114714,64,1,1.044271,0.164681
0.014620,46,,,,,,0,,,,,,,0,,1.054348,0.187323
0.015455,18,,,,,,0,,,,,,,0,,1.000000,0.000000
0.016291,14,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017126,5,,,,,,0,,,,,,,0,,1.000000,0.000000
0.017962,5,,,,,,0,,,,,,,0,,1.000000,0.000000
0.018797,3,,,,,,0,,,,,,,0,,1.000000,0.000000
0.019632,0,,,,,,0,,,,,,,0,,,
0.020468,0,,,,,,0,,,,,,,0,,,
0.021303,0,,,,,,0,,,,,,,0,,,
0.022139,0,,,,,,0,,,,,,,0,,,
0.022974,0,,,,,,0,,,,,,,0,,,
0.023810,0,,,,,,0,,,,,,,0,,,
0.024645,0,,,,,,0,,,,,,,0,,,
0.025480,0,,,,,,0,,,,,,,0,,,
0.026316,0,,,,,,0,,,,,,,0,,,
0.027151,0,,,,,,0,,,,,,,0,,,
0.027987,0,,,,,,0,,,,,,,0,,,
