p,vision_distance,alpha_size,alpha_duration,ks_duration,ks_size,D
0.022139,125,,,,,
0.022974,125,,,,,
0.02381,125,,,,,
0.024645,125,,,,,
0.02548,125,,,,,
0.026316,125,,,,,
0.027151,125,,,,,
0.027987,125,,,,,
0.007937,130,,,,,
0.008772,130,,,,,
0.009607,130,,,,,
0.010443,130,3.0,,,0.038739,
0.011278,130,2.93877,2.950635,0.019019,0.017311,2.425735
0.012114,130,2.700952,2.759033,0.031433,0.021301,2.012719
0.012949,130,2.662793,2.422632,0.054448,0.027716,1.6675890000000004
0.013784,130,2.462402,2.861572,0.028345,0.025264,1.8775829999999998
0.01462,130,1.824593,1.963415,0.019873,0.017519,0.39857
0.015455,130,2.852417,2.154858,0.066179,0.035857,1.609311
0.016291,130,2.703223,2.898926,0.019813,0.01561,2.137572
0.017126,130,2.878271,,,0.013784,
0.017962,130,,,,,
0.018797,130,3.0,,,0.018638,
0.019632,130,,,,,
0.020468,130,,,,,
0.021303,130,,,,,
0.022139,130,,,,,
0.022974,130,,,,,
0.02381,130,,,,,
0.024645,130,,,,,
0.02548,130,,,,,
0.026316,130,,,,,
0.027151,130,,,,,
0.027987,130,,,,,
0.007937,135,,,,,
0.008772,135,,,,,
0.009607,135,,,,,
0.010443,135,3.0,,,0.01955,
0.011278,135,3.0,3.0,0.016027,0.010679,2.526706
0.012114,135,2.686597,2.763501,0.046969,0.033491,2.030558
0.012949,135,2.408423,2.522241,0.060524,0.039524,1.530712
0.013784,135,2.111499,2.658032,0.028817,0.027742,1.3260899999999998
0.01462,135,1.527573,1.655743,0.045034,0.027358,0.4442220000000001
0.015455,135,2.688208,2.236963,0.061175,0.041382,1.5277279999999998
0.016291,135,2.652466,2.819971,0.048202,0.053838,2.0744769999999995
0.017126,135,2.801294,3.0,0.017954,0.023046,2.342294
0.017962,135,,,,,
0.018797,135,,,,,
0.019632,135,,,,,
0.020468,135,,,,,
0.021303,135,,,,,
0.022139,135,,,,,
0.022974,135,,,,,
0.02381,135,,,,,
0.024645,135,,,,,
0.02548,135,,,,,
0.026316,135,,,,,
0.027151,135,,,,,
0.027987,135,,,,,
0.007937,140,,,,,
0.008772,140,,,,,
0.009607,140,3.0,3.0,0.063615,0.063615,2.62723
0.010443,140,3.0,3.0,0.024695,0.008713,2.533408
0.011278,140,3.0,3.0,0.025457,0.015795,2.5412519999999996
0.012114,140,2.645581,2.684692,0.060305,0.05307,1.943648
0.012949,140,2.337598,2.450977,0.027019,0.029922,1.3455159999999997
0.013784,140,2.035197,2.144751,0.047673,0.029118,0.7567389999999999
0.01462,140,1.455013,1.578761,0.036422,0.046354,0.549002
0.015455,140,2.307568,2.464526,0.057679,0.035077,1.3648500000000001
0.016291,140,2.618774,,,0.02982,
0.017126,140,3.0,,,0.014834,
0.017962,140,,,,,
0.018797,140,,,,,
0.019632,140,,,,,
0.020468,140,,,,,
0.021303,140,,,,,
0.022139,140,,,,,
0.022974,140,,,,,
0.02381,140,,,,,
0.024645,140,,,,,
0.02548,140,,,,,
0.026316,140,,,,,
0.027151,140,,,,,
0.027987,140,,,,,
0.007937,145,,,,,
0.008772,145,,,,,
0.009607,145,3.0,3.0,0.049104,0.039104,2.588208
0.010443,145,3.0,3.0,0.029451,0.024528,2.553979
0.011278,145,3.0,3.0,0.016485,0.016485,2.5329699999999997
0.012114,145,2.640234,2.705566,0.034588,0.022585,1.9029730000000002
0.012949,145,2.318188,2.421387,0.040646,0.019673,1.2998940000000003
0.013784,145,1.967289,2.082487,0.036701,0.011182,0.597659
0.01462,145,1.378903,1.493502,0.053111,0.068342,0.7490479999999999
0.015455,145,2.352466,2.552197,0.017048,0.031556,1.453267
0.016291,145,2.59519,2.818066,0.047558,0.027588,1.988402
0.017126,145,,,,,
0.017962,145,,,,,
0.018797,145,,,,,
0.019632,145,,,,,
0.020468,145,,,,,
0.021303,145,,,,,
0.022139,145,,,,,
0.022974,145,,,,,
0.02381,145,,,,,
0.024645,145,,,,,
0.02548,145,,,,,
0.026316,145,,,,,
0.027151,145,,,,,
0.027987,145,,,,,
0.007937,150,,,,,
0.008772,150,,,,,
0.009607,150,3.0,,,0.049541,
0.010443,150,,,,,
0.011278,150,2.682056,2.765625,0.05685,0.042187,2.0467180000000003
0.012114,150,2.480127,2.565308,0.036356,0.027488,1.609279
0.012949,150,2.164819,2.777563,0.057338,0.035684,1.5354039999999998
0.013784,150,1.901681,2.041705,0.047007,0.026136,0.5165289999999998
0.01462,150,1.376393,1.484224,0.096066,0.134553,0.870002
0.015455,150,2.212354,2.456909,0.069312,0.050159,1.288734
0.016291,150,2.780347,2.981689,0.043662,0.023147,2.3288449999999994
0.017126,150,3.0,,,0.026352,
0.017962,150,,,,,
0.018797,150,,,,,
0.019632,150,,,,,
0.020468,150,,,,,
0.021303,150,,,,,
0.022139,150,,,,,
0.022974,150,,,,,
0.02381,150,,,,,
0.024645,150,,,,,
0.02548,150,,,,,
0.026316,150,,,,,
0.027151,150,,,,,
0.027987,150,,,,,
0.007937,155,,,,,
0.008772,155,,,,,
0.009607,155,3.0,3.0,0.059182,0.059182,2.6183639999999997
0.010443,155,3.0,3.0,0.028508,0.01851,2.547018
0.011278,155,2.758813,2.860181,0.039407,0.027591,2.185992
0.012114,155,2.937964,2.445483,0.075871,0.031268,1.990586
0.012949,155,2.273291,2.367187,0.041007,0.027892,1.209377
0.013784,155,1.744728,1.871057,0.046778,0.032934,0.4533830000000001
0.01462,155,1.406348,1.523203,0.09093,0.113902,0.7752809999999999
0.015455,155,2.284863,2.477051,0.038068,0.038991,1.338973
0.016291,155,,,,,
0.017126,155,,,,,
0.017962,155,,,,,
0.018797,155,,,,,
0.019632,155,,,,,
0.020468,155,,,,,
0.021303,155,,,,,
0.022139,155,,,,,
0.022974,155,,,,,
0.02381,155,,,,,
0.024645,155,,,,,
0.02548,155,,,,,
0.026316,155,,,,,
0.027151,155,,,,,
0.027987,155,,,,,
0.007937,160,,,,,
0.008772,160,,,,,
0.009607,160,,,,,
0.010443,160,2.979419,3.0,0.040645,0.037797,2.557861
0.011278,160,2.645581,2.715967,0.035271,0.022431,1.9192500000000001
0.012114,160,2.285742,2.400146,0.069768,0.041242,1.2968979999999999
0.012949,160,2.037116,2.140283,0.070358,0.047059,0.7948160000000003
0.013784,160,1.688661,1.81062,0.037151,0.024151,0.43934300000000004
0.01462,160,1.717068,1.854056,0.071069,0.056965,0.4910460000000001
0.015455,160,2.726733,2.95708,0.023869,0.015639,2.223321
0.016291,160,2.774194,,,0.022348,
0.017126,160,,,,,
0.017962,160,,,,,
0.018797,160,,,,,
0.019632,160,,,,,
0.020468,160,,,,,
0.021303,160,,,,,
0.022139,160,,,,,
0.022974,160,,,,,
0.02381,160,,,,,
0.024645,160,,,,,
0.02548,160,,,,,
0.026316,160,,,,,
0.027151,160,,,,,
0.027987,160,,,,,
0.007937,165,,,,,
0.008772,165,3.0,,,0.054104,
0.009607,165,3.0,,,0.023392,
0.010443,165,3.0,3.0,0.023631,0.010651,2.534282
0.011278,165,2.564136,2.671582,0.047212,0.031146,1.8140759999999998
0.012114,165,2.354297,2.44248,0.049905,0.029037,1.3757190000000001
0.012949,165,2.017269,2.116113,0.061056,0.048518,0.7429560000000001
0.013784,165,1.567225,1.693354,0.059423,0.034679,0.4679730000000001
0.01462,165,1.942765,2.096045,0.036598,0.036976,0.6123840000000003
0.015455,165,2.61189,2.704834,0.076229,0.076017,1.9689699999999999
0.016291,165,2.798145,,,0.017509,
0.017126,165,,,,,
0.017962,165,,,,,
0.018797,165,,,,,
0.019632,165,,,,,
0.020468,165,,,,,
0.021303,165,,,,,
0.022139,165,,,,,
0.022974,165,,,,,
0.02381,165,,,,,
0.024645,165,,,,,
0.02548,165,,,,,
0.026316,165,,,,,
0.027151,165,,,,,
0.027987,165,,,,,
0.007937,170,,,,,
0.008772,170,,,,,
0.009607,170,3.0,3.0,0.029104,0.019104,2.548208
0.010443,170,2.987915,3.0,0.025144,0.023478,2.536537
0.011278,170,2.605151,2.713477,0.041797,0.026271,1.8866960000000004
0.012114,170,2.354956,2.42915,0.051108,0.033447,1.368661
0.012949,170,1.801363,1.911851,0.091766,0.057173,0.5384510000000001
0.013784,170,1.565177,1.699245,0.036569,0.03583,0.4383310000000002
0.01462,170,2.180786,2.913281,0.064658,0.038855,1.6975799999999999
0.015455,170,2.463062,2.604199,0.06855,0.056319,1.6921299999999997
0.016291,170,3.0,,,0.010198,
0.017126,170,,,,,
0.017962,170,,,,,
0.018797,170,,,,,
0.019632,170,,,,,
0.020468,170,,,,,
0.021303,170,,,,,
0.022139,170,,,,,
0.022974,170,,,,,
0.02381,170,,,,,
0.024645,170,,,,,
0.02548,170,,,,,
0.026316,170,,,,,
0.027151,170,,,,,
0.027987,170,,,,,
0.007937,175,,,,,
0.008772,175,,,,,
0.009607,175,,,,,
0.010443,175,2.762476,2.795142,0.046205,0.040752,2.1445749999999997
0.011278,175,2.349829,2.432739,0.076125,0.065591,1.4242840000000003
0.012114,175,2.481372,2.594385,0.036009,0.012508,1.6242739999999998
0.012949,175,1.831729,1.958182,0.081024,0.04001,0.4945809999999998
0.013784,175,1.445431,1.566346,0.041154,0.056833,0.5862100000000001
0.01462,175,2.111865,2.340088,0.030434,0.048019,1.0304060000000002
0.015455,175,2.456616,2.623901,0.062779,0.05052,1.6938159999999998
0.016291,175,2.915479,,,0.023265,
0.017126,175,,,,,
0.017962,175,,,,,
0.018797,175,,,,,
0.019632,175,,,,,
0.020468,175,,,,,
0.021303,175,,,,,
0.022139,175,,,,,
0.022974,175,,,,,
0.02381,175,,,,,
0.024645,175,,,,,
0.02548,175,,,,,
0.026316,175,,,,,
0.027151,175,,,,,
0.027987,175,,,,,
0.007937,180,,,,,
0.008772,180,3.0,3.0,0.049281,0.049281,2.5985620000000003
0.009607,180,,,,,
0.010443,180,2.977002,3.0,0.01851,0.015325,2.510837
0.011278,180,2.478589,2.527515,0.054173,0.043671,1.6039480000000002
0.012114,180,2.099268,2.177856,0.086248,0.064145,0.9275169999999997
0.012949,180,1.796964,2.463087,0.053812,0.040186,0.8540489999999998
0.013784,180,1.394207,1.508835,0.050747,0.063563,0.7112680000000001
0.01462,180,2.212866,2.379932,0.051435,0.025468,1.169701
0.015455,180,2.646753,2.77749,0.045492,0.043805,2.01354
0.016291,180,,,,,
0.017126,180,,,,,
0.017962,180,,,,,
0.018797,180,,,,,
0.019632,180,,,,,
0.020468,180,,,,,
0.021303,180,,,,,
0.022139,180,,,,,
0.022974,180,,,,,
0.02381,180,,,,,
0.024645,180,,,,,
0.02548,180,,,,,
0.026316,180,,,,,
0.027151,180,,,,,
0.027987,180,,,,,
0.007937,185,3.0,3.0,0.028789,0.028789,2.5575780000000004
0.008772,185,3.0,3.0,0.039714,0.026629,2.566343
0.009607,185,3.0,3.0,0.013685,0.006328,2.520013
0.010443,185,2.848462,2.896143,0.03544,0.032973,2.313018
0.011278,185,2.412744,2.473315,0.06357,0.049823,1.4994519999999998
0.012114,185,2.210889,2.306763,0.07918,0.053298,1.15013
0.012949,185,1.796191,2.766211,0.051543,0.041242,1.1551870000000002
0.013784,185,2.797089,1.408443,0.085423,0.09388,2.067949
0.01462,185,2.192139,2.3354,0.074802,0.065703,1.168044
0.015455,185,2.801367,,,0.01596,
0.016291,185,,,,,
0.017126,185,,,,,
0.017962,185,,,,,
0.018797,185,,,,,
0.019632,185,,,,,
0.020468,185,,,,,
0.021303,185,,,,,
0.022139,185,,,,,
0.022974,185,,,,,
0.02381,185,,,,,
0.024645,185,,,,,
0.02548,185,,,,,
0.026316,185,,,,,
0.027151,185,,,,,
0.027987,185,,,,,
0.007937,190,3.0,3.0,0.058093,0.058093,2.616186
0.008772,190,3.0,3.0,0.034104,0.024104,2.558208
0.009607,190,2.76438,2.880396,0.0401,0.021466,2.2063420000000002
0.010443,190,2.668872,2.745483,0.046412,0.032766,1.993533
0.011278,190,2.716772,2.514331,0.061006,0.029117,1.821226
0.012114,190,2.101392,2.638403,0.042818,0.028874,1.311487
0.012949,190,1.687166,2.02096,0.054586,0.043654,0.306366
0.013784,190,1.276538,1.364249,0.123562,0.147635,1.13041
0.01462,190,2.385278,2.557251,0.058257,0.036458,1.537244
0.015455,190,3.0,3.0,0.02796,0.015911,2.543871
0.016291,190,,,,,
0.017126,190,,,,,
0.017962,190,,,,,
0.018797,190,,,,,
0.019632,190,,,,,
0.020468,190,,,,,
0.021303,190,,,,,
0.022139,190,,,,,
0.022974,190,,,,,
0.02381,190,,,,,
0.024645,190,,,,,
0.02548,190,,,,,
0.026316,190,,,,,
0.027151,190,,,,,
0.027987,190,,,,,
0.007937,195,3.0,,,0.086951,
0.008772,195,,,,,
0.009607,195,2.983887,3.0,0.029927,0.027702,2.541516
0.010443,195,2.683521,2.749072,0.053173,0.041594,2.02736
0.011278,195,2.249414,2.347412,0.065293,0.039813,1.2019319999999998
0.012114,195,2.097729,2.612988,0.048123,0.029344,1.2881840000000002
0.012949,195,1.718726,2.062263,0.050863,0.035468,0.36732000000000015
0.013784,195,1.286219,1.375319,0.119419,0.148116,1.1059970000000001
0.01462,195,2.364771,2.569189,0.049124,0.03674,1.5198240000000003
0.015455,195,2.650928,2.848242,0.046926,0.046959,2.093055
0.016291,195,,,,,
0.017126,195,,,,,
0.017962,195,,,,,
0.018797,195,,,,,
0.019632,195,,,,,
0.020468,195,,,,,
0.021303,195,,,,,
0.022139,195,,,,,
0.022974,195,,,,,
0.02381,195,,,,,
0.024645,195,,,,,
0.02548,195,,,,,
0.026316,195,,,,,
0.027151,195,,,,,
0.027987,195,,,,,
0.007937,200,,,,,
0.008772,200,3.0,3.0,0.054203,0.039352,2.5935550000000003
0.009607,200,3.0,3.0,0.020202,0.013781,2.5339829999999997
0.010443,200,2.745044,2.809863,0.042537,0.031702,2.129146
0.011278,200,2.249561,2.332544,0.053469,0.031744,1.1673179999999999
0.012114,200,2.182333,2.981982,0.056976,0.07013,1.7914209999999997
0.012949,200,1.583703,1.82701,0.061555,0.028729,0.3469770000000001
0.013784,200,1.28974,1.380635,0.138603,0.161779,1.1300069999999998
0.01462,200,2.305591,2.412598,0.091436,0.065159,1.3747840000000002
0.015455,200,3.0,,,0.029631,
0.016291,200,,,,,
0.017126,200,,,,,
0.017962,200,,,,,
0.018797,200,,,,,
0.019632,200,,,,,
0.020468,200,,,,,
0.021303,200,,,,,
0.022139,200,,,,,
0.022974,200,,,,,
0.02381,200,,,,,
0.024645,200,,,,,
0.02548,200,,,,,
0.026316,200,,,,,
0.027151,200,,,,,
0.027987,200,,,,,
0.007937,205,,,,,
0.008772,205,2.981909,,,0.044041,
0.009607,205,2.884717,2.947485,0.03042,0.021149,2.383771
0.010443,205,2.518945,2.602588,0.042373,0.025346,1.689252
0.011278,205,2.216528,2.289404,0.069786,0.050006,1.125724
0.012114,205,1.990147,2.517847,0.038994,0.039096,1.0860840000000003
0.012949,205,1.596528,1.724794,0.034429,0.040765,0.446928
0.013784,205,1.390085,1.503544,0.12948,0.14472,0.880571
0.01462,205,2.74292,,,0.047631,
0.015455,205,3.0,,,0.021551,
0.016291,205,,,,,
0.017126,205,,,,,
0.017962,205,,,,,
0.018797,205,,,,,
0.019632,205,,,,,
0.020468,205,,,,,
0.021303,205,,,,,
0.022139,205,,,,,
0.022974,205,,,,,
0.02381,205,,,,,
0.024645,205,,,,,
0.02548,205,,,,,
0.026316,205,,,,,
0.027151,205,,,,,
0.027987,205,,,,,
0.007937,210,3.0,3.0,0.043093,0.043093,2.5861859999999997
0.008772,210,3.0,,,0.039474,
0.009607,210,2.843774,2.908521,0.03453,0.024622,2.311447
0.010443,210,2.37854,2.463062,0.064182,0.049473,1.455257
0.011278,210,2.687256,2.101318,0.085297,0.047818,1.421689
0.012114,210,1.882217,1.986216,0.068139,0.056715,0.5208550000000001
0.012949,210,1.514228,1.638494,0.060462,0.052041,0.48823700000000003
0.013784,210,1.570429,1.702695,0.080905,0.104952,0.5535909999999999
0.01462,210,2.591309,2.727466,0.051533,0.026195,1.896503
0.015455,210,,,,,
0.016291,210,,,,,
0.017126,210,,,,,
0.017962,210,,,,,
0.018797,210,,,,,
0.019632,210,,,,,
0.020468,210,,,,,
0.021303,210,,,,,
0.022139,210,,,,,
0.022974,210,,,,,
0.02381,210,,,,,
0.024645,210,,,,,
0.02548,210,,,,,
0.026316,210,,,,,
0.027151,210,,,,,
0.027987,210,,,,,
0.007937,215,3.0,3.0,0.039352,0.029451,2.568803
0.008772,215,3.0,3.0,0.016907,0.016907,2.5338139999999996
0.009607,215,2.709229,2.766138,0.058409,0.048549,2.0823250000000004
0.010443,215,2.50481,2.605005,0.045285,0.024776,1.6798759999999997
0.011278,215,2.546704,2.974072,0.086525,0.071686,2.1789870000000002
0.012114,215,2.076001,2.464819,0.042455,0.049898,1.133173
0.012949,215,1.454606,1.572616,0.060472,0.061527,0.5947769999999999
0.013784,215,1.745049,1.903949,0.096727,0.100104,0.5379310000000002
0.01462,215,2.852271,3.0,0.03779,0.025414,2.4154750000000003
0.015455,215,2.968579,,,0.036413,
0.016291,215,,,,,
0.017126,215,,,,,
0.017962,215,,,,,
0.018797,215,,,,,
0.019632,215,,,,,
0.020468,215,,,,,
0.021303,215,,,,,
0.022139,215,,,,,
0.022974,215,,,,,
0.02381,215,,,,,
0.024645,215,,,,,
0.02548,215,,,,,
0.026316,215,,,,,
0.027151,215,,,,,
0.027987,215,,,,,
0.007937,220,3.0,,,0.043093,
0.008772,220,3.0,3.0,0.034692,0.019987,2.554679
0.009607,220,2.608813,2.654663,0.0636,0.054855,1.8819310000000005
0.010443,220,2.510889,2.574536,0.0508,0.037628,1.6738530000000003
0.011278,220,2.253507,2.595264,0.07356,0.041866,1.4641969999999997
0.012114,220,1.780406,1.899097,0.071166,0.058558,0.5110329999999998
0.012949,220,1.395123,1.50258,0.063627,0.082763,0.7486870000000001
0.013784,220,1.729085,1.878805,0.093034,0.123801,0.5671149999999999
0.01462,220,2.597827,,,0.03977,
0.015455,220,3.0,,,0.01966,
0.016291,220,,,,,
0.017126,220,,,,,
0.017962,220,,,,,
0.018797,220,,,,,
0.019632,220,,,,,
0.020468,220,,,,,
0.021303,220,,,,,
0.022139,220,,,,,
0.022974,220,,,,,
0.02381,220,,,,,
0.024645,220,,,,,
0.02548,220,,,,,
0.026316,220,,,,,
0.027151,220,,,,,
0.027987,220,,,,,
0.007937,225,3.0,3.0,0.034253,0.024303,2.5585560000000003
0.008772,225,3.0,3.0,0.034104,0.028293,2.5623970000000003
0.009607,225,2.867871,2.936938,0.022021,0.011695,2.338525
0.010443,225,2.385498,2.465259,0.07438,0.055976,1.4811130000000001
0.011278,225,2.33775,2.72146,0.060757,0.05193,1.6718970000000002
0.012114,225,1.702169,2.375346,0.079907,0.064893,0.722315
0.012949,225,1.373925,1.48465,0.073829,0.095455,0.8107089999999999
0.013784,225,1.986669,2.155518,0.064852,0.054744,0.7617829999999999
0.01462,225,2.42124,2.524365,0.041536,0.027378,1.514519
0.015455,225,,,,,
0.016291,225,,,,,
0.017126,225,,,,,
0.017962,225,,,,,
0.018797,225,,,,,
0.019632,225,,,,,
0.020468,225,,,,,
0.021303,225,,,,,
0.022139,225,,,,,
0.022974,225,,,,,
0.02381,225,,,,,
0.024645,225,,,,,
0.02548,225,,,,,
0.026316,225,,,,,
0.027151,225,,,,,
0.027987,225,,,,,
0.007937,230,3.0,3.0,0.058093,0.058093,2.616186
0.008772,230,2.969971,3.0,0.030912,0.02674,2.527623
0.009607,230,2.792065,2.843848,0.058947,0.0506,2.24546
0.010443,230,2.342212,2.423657,0.064952,0.045398,1.3762189999999999
0.011278,230,2.083304,2.179248,0.060469,0.031202,0.8542229999999998
0.012114,230,1.643751,1.770517,0.080094,0.069126,0.5224540000000001
0.012949,230,1.335111,1.439818,0.094206,0.121008,0.940285
0.013784,230,2.099487,2.313721,0.045373,0.036523,0.995104
0.01462,230,,,,,
0.015455,230,,,,,
0.016291,230,,,,,
0.017126,230,,,,,
0.017962,230,,,,,
0.018797,230,,,,,
0.019632,230,,,,,
0.020468,230,,,,,
0.021303,230,,,,,
0.022139,230,,,,,
0.022974,230,,,,,
0.02381,230,,,,,
0.024645,230,,,,,
0.02548,230,,,,,
0.026316,230,,,,,
0.027151,230,,,,,
0.027987,230,,,,,
0.007937,235,3.0,3.0,0.034104,0.029104,2.563208
0.008772,235,2.635693,2.707251,0.052072,0.038907,1.9339229999999996
0.009607,235,2.738452,2.789648,0.043982,0.035321,2.1074030000000006
0.010443,235,2.915552,2.424902,0.07632,0.031586,1.9483599999999996
0.011278,235,1.983684,2.645801,0.071151,0.063767,1.264403
0.012114,235,1.632539,1.75185,0.078335,0.05354,0.512564
0.012949,235,2.073204,1.374824,0.116497,0.11844,1.4333170000000002
0.013784,235,2.086495,2.25498,0.05006,0.059104,0.9506390000000005
0.01462,235,,,,,
0.015455,235,,,,,
0.016291,235,,,,,
0.017126,235,,,,,
0.017962,235,,,,,
0.018797,235,,,,,
0.019632,235,,,,,
0.020468,235,,,,,
0.021303,235,,,,,
0.022139,235,,,,,
0.022974,235,,,,,
0.02381,235,,,,,
0.024645,235,,,,,
0.02548,235,,,,,
0.026316,235,,,,,
0.027151,235,,,,,
0.027987,235,,,,,
0.007937,240,3.0,3.0,0.044104,0.044104,2.588208
0.008772,240,2.884424,2.936499,0.037952,0.030222,2.3890970000000005
0.009607,240,2.673853,2.744092,0.059504,0.047014,2.024463
0.010443,240,2.194922,2.287939,0.064641,0.039112,1.0866140000000002
0.011278,240,1.904481,2.36045,0.061232,0.031737,0.8579000000000002
0.012114,240,1.648036,2.553122,0.060381,0.0436,0.8051390000000002
0.012949,240,2.973818,2.998453,0.087709,0.118327,2.6783069999999998
0.013784,240,2.389087,2.494849,0.035997,0.045302,1.4652349999999998
0.01462,240,,,,,
0.015455,240,,,,,
0.016291,240,,,,,
0.017126,240,,,,,
0.017962,240,,,,,
0.018797,240,,,,,
0.019632,240,,,,,
0.020468,240,,,,,
0.021303,240,,,,,
0.022139,240,,,,,
0.022974,240,,,,,
0.02381,240,,,,,
0.024645,240,,,,,
0.02548,240,,,,,
0.026316,240,,,,,
0.027151,240,,,,,
0.027987,240,,,,,
0.007937,245,3.0,,,0.054231,
0.008772,245,2.633716,2.757788,0.07072,0.048383,2.0106070000000003
0.009607,245,2.929395,2.51001,0.071115,0.0327,2.04322
0.010443,245,2.676123,2.781592,0.061136,0.027192,2.046043
0.011278,245,1.984683,2.578711,0.082459,0.059476,1.2053290000000003
0.012114,245,1.568072,1.688702,0.051486,0.056159,0.487015
0.012949,245,2.466932,2.51902,0.122131,0.136404,1.7444869999999997
0.013784,245,2.138672,2.304272,0.084769,0.054137,1.0818500000000002
0.01462,245,2.934741,,,0.017141,
0.015455,245,,,,,
0.016291,245,,,,,
0.017126,245,,,,,
0.017962,245,,,,,
0.018797,245,,,,,
0.019632,245,,,,,
0.020468,245,,,,,
0.021303,245,,,,,
0.022139,245,,,,,
0.022974,245,,,,,
0.02381,245,,,,,
0.024645,245,,,,,
0.02548,245,,,,,
0.026316,245,,,,,
0.027151,245,,,,,
0.027987,245,,,,,
0.007937,250,3.0,3.0,0.039229,0.034253,2.5734820000000003
0.008772,250,2.766064,2.819312,0.038871,0.030092,2.154339
0.009607,250,2.918994,2.490381,0.078313,0.050236,2.0379240000000003
0.010443,250,2.143652,2.24436,0.066855,0.044468,0.9993349999999998
0.011278,250,1.893813,2.757129,0.077748,0.048304,1.2769939999999997
0.012114,250,1.538398,1.816579,0.07748,0.045556,0.34485499999999997
0.012949,250,2.962159,2.917998,0.163155,0.117361,2.660673
0.013784,250,2.682568,,,0.047242,
0.01462,250,,,,,
0.015455,250,,,,,
0.016291,250,,,,,
0.017126,250,,,,,
0.017962,250,,,,,
0.018797,250,,,,,
0.019632,250,,,,,
0.020468,250,,,,,
0.021303,250,,,,,
0.022139,250,,,,,
0.022974,250,,,,,
0.02381,250,,,,,
0.024645,250,,,,,
0.02548,250,,,,,
0.026316,250,,,,,
0.027151,250,,,,,
0.027987,250,,,,,
0.007937,255,3.0,3.0,0.039229,0.039229,2.5784580000000004
0.008772,255,2.611963,2.701758,0.046165,0.029423,1.8893089999999997
0.009607,255,2.466357,2.538647,0.038637,0.02311,1.566751
0.010443,255,2.137866,2.246191,0.062941,0.052093,0.9990909999999998
0.011278,255,1.980857,2.292492,0.077454,0.057115,0.9079180000000003
0.012114,255,1.560786,1.673362,0.063476,0.041652,0.492552
0.012949,255,2.981165,2.331782,0.161666,0.15554,2.130153
0.013784,255,2.453979,2.604199,0.095397,0.078179,1.7317539999999998
0.01462,255,,,,,
0.015455,255,,,,,
0.016291,255,,,,,
0.017126,255,,,,,
0.017962,255,,,,,
0.018797,255,,,,,
0.019632,255,,,,,
0.020468,255,,,,,
0.021303,255,,,,,
0.022139,255,,,,,
0.022974,255,,,,,
0.02381,255,,,,,
0.024645,255,,,,,
0.02548,255,,,,,
0.026316,255,,,,,
0.027151,255,,,,,
0.027987,255,,,,,
0.007937,260,3.0,3.0,0.029278,0.025937,2.555215
0.008772,260,2.854541,2.907422,0.037127,0.029069,2.328159
0.009607,260,2.409009,2.511108,0.074553,0.051738,1.5464080000000004
0.010443,260,2.08645,2.960669,0.086324,0.097837,1.7312800000000004
0.011278,260,2.262091,2.938477,0.066632,0.04847,1.8156699999999997
0.012114,260,1.465558,1.581908,0.07813,0.064446,0.59511
0.012949,260,2.304446,1.335099,0.163447,0.178041,1.810835
0.013784,260,2.715308,2.852197,0.039765,0.027025,2.134295
0.01462,260,,,,,
0.015455,260,,,,,
0.016291,260,,,,,
0.017126,260,,,,,
0.017962,260,,,,,
0.018797,260,,,,,
0.019632,260,,,,,
0.020468,260,,,,,
0.021303,260,,,,,
0.022139,260,,,,,
0.022974,260,,,,,
0.02381,260,,,,,
0.024645,260,,,,,
0.02548,260,,,,,
0.026316,260,,,,,
0.027151,260,,,,,
0.027987,260,,,,,
0.007937,265,2.942725,3.0,0.034878,0.026822,2.504425
0.008772,265,2.612183,2.662866,0.066555,0.056939,1.898543
0.009607,265,2.734058,2.392236,0.065706,0.046957,1.738957
0.010443,265,2.053586,2.671729,0.055232,0.048034,1.328581
0.011278,265,2.398167,2.63313,0.075309,0.062657,1.669263
0.012114,265,1.454311,1.571618,0.069682,0.067316,0.6110690000000002
0.012949,265,2.631032,2.756885,0.139997,0.159207,2.187121
0.013784,265,2.538281,,,0.100476,
0.01462,265,3.0,,,0.03906,
0.015455,265,,,,,
0.016291,265,,,,,
0.017126,265,,,,,
0.017962,265,,,,,
0.018797,265,,,,,
0.019632,265,,,,,
0.020468,265,,,,,
0.021303,265,,,,,
0.022139,265,,,,,
0.022974,265,,,,,
0.02381,265,,,,,
0.024645,265,,,,,
0.02548,265,,,,,
0.026316,265,,,,,
0.027151,265,,,,,
0.027987,265,,,,,
0.007937,270,3.0,3.0,0.028342,0.01955,2.547892
0.008772,270,2.728931,2.787012,0.060848,0.050968,2.127759
0.009607,270,2.433984,2.502686,0.066773,0.051543,1.5549860000000002
0.010443,270,1.994343,2.093262,0.085324,0.052473,0.7254020000000001
0.011278,270,2.085858,2.615845,0.079991,0.068488,1.350182
0.012114,270,1.405009,1.603532,0.068923,0.059237,0.619619
0.012949,270,2.686131,1.367098,0.176977,0.182526,2.1785360000000003
0.013784,270,2.649536,2.926318,0.028365,0.037036,2.141255
0.01462,270,,,,,
0.015455,270,,,,,
0.016291,270,,,,,
0.017126,270,,,,,
0.017962,270,,,,,
0.018797,270,,,,,
0.019632,270,,,,,
0.020468,270,,,,,
0.021303,270,,,,,
0.022139,270,,,,,
0.022974,270,,,,,
0.02381,270,,,,,
0.024645,270,,,,,
0.02548,270,,,,,
0.026316,270,,,,,
