vision_distance,n_agents,n_neurons,p,sigma_eff_mean,sigma_eff_std,susceptibility_mean,susceptibility_std,entropy_mean,entropy_std
20,256,64,0.01461988,0.02250000089406967,0.036996623105306714,0.0010538050322793425,9.172545748092354e-05,0.011913749668747187,0.0008441131252167252
20,256,64,0.0154553,0.026250001415610312,0.04143896419441509,0.0010687300295103342,0.00012634119835262504,0.012044822843745352,0.0011362944800538432
20,256,64,0.01629073,0.04283333383500576,0.04322454360767233,0.00113833001232706,0.00015851300430395172,0.012646531220525503,0.0013817246916884166
20,256,64,0.01712615,0.11692263912409544,0.09644373968123443,0.0021755649766419085,0.0015121926581084404,0.018759006401523948,0.0086451455975804
20,256,64,0.01796157,0.2204435307532549,0.12045562456539682,0.022506570647237822,0.040198318488129256,0.06520103374496103,0.06250336980193046
20,256,64,0.01879699,0.33298289999365804,0.12902998984418598,0.15380202392116188,0.08764471426128731,0.3423889707773924,0.17002042632049333
20,256,64,0.01963241,0.419834915548563,0.12568294445436679,0.3253318749368191,0.11330499177969462,0.6764227539300919,0.1873860453518995
20,256,64,0.02046784,0.490100134909153,0.15783983916070515,0.4601574920117855,0.16114633198592593,0.9240688771009445,0.28497248655890395
20,256,64,0.02130326,0.4701437972486019,0.15843338456035816,0.46183633916079997,0.19825470961858127,0.9086735814809799,0.3231195365301366
20,256,64,0.02213868,0.5101607412099838,0.13759473513353884,0.4353489190340042,0.15013832712616837,0.940859243273735,0.26789954496983626
20,256,64,0.0229741,0.5102186787873506,0.18958160008709463,0.45556793846772053,0.20797662168302966,0.9508515566121787,0.37084599451890526
20,256,64,0.02380952,0.5002152673900128,0.16739980853384642,0.4425023153424263,0.18415233346008386,0.921784920990467,0.3243787303010615
20,256,64,0.02464495,0.6002530813217163,0.15506205267894893,0.5547877214848995,0.29867180645761154,1.0960398465394974,0.35298126678780817
20,256,64,0.02548037,0.565287621319294,0.12765981136842713,0.5278150580823422,0.20779135203023663,1.044838124513626,0.27131322971083194
20,256,64,0.02631579,0.5952847987413407,0.14999994071681072,0.505158007144928,0.17687713036865557,1.0664400696754455,0.2861668103040387
20,256,64,0.02715121,0.5602593138813973,0.12414140806846674,0.41313188448548316,0.1276787749375806,0.932630431652069,0.20512256235906765
20,256,64,0.02798663,0.5953522935509682,0.1396358767803784,0.47182664424180987,0.15011565206939026,1.026835398375988,0.2678119142789891
25,256,64,0.00793651,0.0012500000186264515,0.0054486237606166605,0.0010014925443101673,1.0864574914533926e-05,0.011431262688711285,0.0001025028009801735
